id,title,summary,domain,kind,collection,source,sourceUrl,reach,priority,status
wd-q255513,fly,strength training exercise,Health & body,Practice,Exercise practices,Wikidata,https://www.wikidata.org/wiki/Q255513,19,False,Discovery lead
wd-q5463809,foam rolling,type of physical exercise,Health & body,Practice,Exercise practices,Wikidata,https://www.wikidata.org/wiki/Q5463809,4,False,Discovery lead
wd-q117636,FOLFOX,chemotherapy regimen,Health & body,Practice,Therapies,Wikidata,https://www.wikidata.org/wiki/Q117636,6,False,Discovery lead
wd-q498231,foot binding,"Chinese custom of applying tight binding to the feet of young girls to modify the shape and size of their feet as a status symbol and mark of beauty, practised from 10th to early 20th centuries",Health & body,Practice,Body modification,Wikidata,https://www.wikidata.org/wiki/Q498231,48,False,Discovery lead
wd-q5467192,foraminotomy,medical operation,Health & body,Practice,Therapies,Wikidata,https://www.wikidata.org/wiki/Q5467192,2,False,Discovery lead
wd-q5467518,forced circumcision,circumcision performed without consent,Health & body,Practice,Body modification,Wikidata,https://www.wikidata.org/wiki/Q5467518,7,False,Discovery lead
wd-q2534062,foreskin piercing,piercing through the foreskin of the penis,Health & body,Practice,Body modification,Wikidata,https://www.wikidata.org/wiki/Q2534062,10,False,Discovery lead
wd-q48645,forest bathing,form of nature therapy that originated in Japan,Health & body,Practice,Alternative medicine,Wikidata,https://www.wikidata.org/wiki/Q48645,24,False,Discovery lead
wd-q5470534,Forrest Yoga,school of modern yoga,Health & body,Practice,Therapies,Wikidata,https://www.wikidata.org/wiki/Q5470534,3,False,Discovery lead
wd-q1434426,fourchette,"female genital piercing done at the rear rim of the vulva, in the area of frenulum labiorum pudendi",Health & body,Practice,Body modification,Wikidata,https://www.wikidata.org/wiki/Q1434426,14,False,Discovery lead
wd-q5494007,Fraxel,medical treatment,Health & body,Practice,Therapies,Wikidata,https://www.wikidata.org/wiki/Q5494007,2,False,Discovery lead
wd-q5871352,free flap,specific kind of surgical flap,Health & body,Practice,Therapies,Wikidata,https://www.wikidata.org/wiki/Q5871352,5,False,Discovery lead
wd-q594315,fremitus,medical condition,Health & body,Practice,Medical procedures,Wikidata,https://www.wikidata.org/wiki/Q594315,8,False,Discovery lead
wd-q5505895,front raise,"An exercise where you raise a dumbbell or any weight in front of your body to shoulder level with straight arms, targeting the front shoulders.",Health & body,Practice,Exercise practices,Wikidata,https://www.wikidata.org/wiki/Q5505895,6,False,Discovery lead
wd-q743988,fruitarianism,"diet that consists entirely or primarily of fruits in the botanical sense, and possibly nuts and seeds, but without animal products",Health & body,Practice,Dietary systems,Wikidata,https://www.wikidata.org/wiki/Q743988,40,False,Discovery lead
wd-q992060,fun run,friendly running race for enjoyment rather than competition,Health & body,Practice,Exercise practices,Wikidata,https://www.wikidata.org/wiki/Q992060,3,False,Discovery lead
wd-q4357900,functional medicine,form of alternative medicine,Health & body,Practice,Alternative medicine,Wikidata,https://www.wikidata.org/wiki/Q4357900,11,False,Discovery lead
wd-q27996866,Gaja Vadivu,Candidate record imported from Wikidata.,Health & body,Practice,Exercise practices,Wikidata,https://www.wikidata.org/wiki/Q27996866,1,False,Discovery lead
wd-q27996826,Galavasana,Candidate record imported from Wikidata.,Health & body,Practice,Exercise practices,Wikidata,https://www.wikidata.org/wiki/Q27996826,1,False,Discovery lead
wd-q5518623,Galileo,vibration training machine,Health & body,Practice,Therapies,Wikidata,https://www.wikidata.org/wiki/Q5518623,1,False,Discovery lead
wd-q3662991,Garbhasana,balancing posture in hatha yoga,Health & body,Practice,Exercise practices,Wikidata,https://www.wikidata.org/wiki/Q3662991,6,False,Discovery lead
wd-q5523433,Garland Pose,Candidate record imported from Wikidata.,Health & body,Practice,Exercise practices,Wikidata,https://www.wikidata.org/wiki/Q5523433,4,False,Discovery lead
wd-q3758808,gastropexy,"surgical operation, fixation of the stomach to the abdominal wall",Health & body,Practice,Therapies,Wikidata,https://www.wikidata.org/wiki/Q3758808,8,False,Discovery lead
wd-q21116710,gastroplasty,soft redirect to Wiktionary,Health & body,Practice,Therapies,Wikidata,https://www.wikidata.org/wiki/Q21116710,2,False,Discovery lead
wd-q213901,gene therapy,genetic modification of a patient's cells to produce a therapeutic effect,Health & body,Practice,Therapies,Wikidata,https://www.wikidata.org/wiki/Q213901,53,False,Discovery lead
wd-q3309852,genital modification,permanent or temporary changes to human sex organs,Health & body,Practice,Body modification,Wikidata,https://www.wikidata.org/wiki/Q3309852,11,False,Discovery lead
wd-q135108735,genital nullification,complete surgical removal of the genitals and reproductive system,Health & body,Practice,Body modification,Wikidata,https://www.wikidata.org/wiki/Q135108735,2,False,Discovery lead
wd-q3508667,genital piercing,form of body piercing on a part of the genitalia,Health & body,Practice,Body modification,Wikidata,https://www.wikidata.org/wiki/Q3508667,24,False,Discovery lead
wd-q5533240,genital tattooing,tattooing of the genitals,Health & body,Practice,Body modification,Wikidata,https://www.wikidata.org/wiki/Q5533240,10,False,Discovery lead
wd-q25091577,genitoplasty,plastic surgery on the genitals and surrounding tissue and organs,Health & body,Practice,Therapies,Wikidata,https://www.wikidata.org/wiki/Q25091577,5,False,Discovery lead
wd-q113968565,Ghent Marathon,"road running event in Ghent, Belgium",Health & body,Practice,Exercise practices,Wikidata,https://www.wikidata.org/wiki/Q113968565,2,False,Discovery lead
wd-q27996842,Gitanandasana,Candidate record imported from Wikidata.,Health & body,Practice,Exercise practices,Wikidata,https://www.wikidata.org/wiki/Q27996842,1,False,Discovery lead
wd-q25326857,Glued IOL,surgical treatment for eyes lacking functional lens capsules,Health & body,Practice,Medical procedures,Wikidata,https://www.wikidata.org/wiki/Q25326857,1,False,Discovery lead
wd-q2632776,gluten-free diet,diet that excludes gluten,Health & body,Practice,Dietary systems,Wikidata,https://www.wikidata.org/wiki/Q2632776,21,False,Discovery lead
wd-q1521282,"Gluten-free, casein-free diet",diet that eliminates intake of gluten and casein,Health & body,Practice,Dietary systems,Wikidata,https://www.wikidata.org/wiki/Q1521282,7,False,Discovery lead
wd-q1136213,glycosuria,medical condition,Health & body,Practice,Medical procedures,Wikidata,https://www.wikidata.org/wiki/Q1136213,28,False,Discovery lead
wd-q29025260,goat yoga,Candidate record imported from Wikidata.,Health & body,Practice,Therapies,Wikidata,https://www.wikidata.org/wiki/Q29025260,2,False,Discovery lead
wd-q1903421,Gomukhāsana,"seated posture in hatha yoga involving stacking one knee directly over the other while seated, stretching the glutes and deep hip rotators",Health & body,Practice,Exercise practices,Wikidata,https://www.wikidata.org/wiki/Q1903421,22,False,Discovery lead
wd-q1414474,gonioscopy,a technique to diagnose and monitor eye conditions,Health & body,Practice,Medical procedures,Wikidata,https://www.wikidata.org/wiki/Q1414474,10,False,Discovery lead
wd-q5582403,Good-morning,Lift or exercise,Health & body,Practice,Exercise practices,Wikidata,https://www.wikidata.org/wiki/Q5582403,9,False,Discovery lead
wd-q3773441,Gorakshasana,"advanced, seated posture in hatha yoga involving pressing the soles of the feet together with heels near the perineum, lifting the body onto the heels, and balancing with the knees wide",Health & body,Practice,Therapies,Wikidata,https://www.wikidata.org/wiki/Q3773441,5,False,Discovery lead
wd-q5140240,graft,surgical procedure,Health & body,Practice,Therapies,Wikidata,https://www.wikidata.org/wiki/Q5140240,9,False,Discovery lead
wd-q188990,gram stain,investigative procedure in microbiology,Health & body,Practice,Medical procedures,Wikidata,https://www.wikidata.org/wiki/Q188990,55,False,Discovery lead
wd-q5603510,Green exercise,physical exercise undertaken in natural environments,Health & body,Practice,Exercise practices,Wikidata,https://www.wikidata.org/wiki/Q5603510,3,False,Discovery lead
wd-q1552556,Gua Sha,Pseudomedic practice in traditional Chinese medicine,Health & body,Practice,Alternative medicine,Wikidata,https://www.wikidata.org/wiki/Q1552556,24,False,Discovery lead
wd-q1435504,guiche piercing,body piercing through the perineum,Health & body,Practice,Body modification,Wikidata,https://www.wikidata.org/wiki/Q1435504,13,False,Discovery lead
wd-q3054617,guilinggao,Chinese medicine,Health & body,Practice,Therapies,Wikidata,https://www.wikidata.org/wiki/Q3054617,9,False,Discovery lead
wd-q24886366,Guptāsana,A variation of siddhasana for those who cannot sit in siddhasana,Health & body,Practice,Therapies,Wikidata,https://www.wikidata.org/wiki/Q24886366,1,False,Discovery lead
wd-q5619805,Gurah,Javanese health treatment,Health & body,Practice,Therapies,Wikidata,https://www.wikidata.org/wiki/Q5619805,1,False,Discovery lead
wd-q1423443,H&E stain,histological stain method using hematoxylin and eosin,Health & body,Practice,Medical procedures,Wikidata,https://www.wikidata.org/wiki/Q1423443,30,False,Discovery lead
wd-q130331283,hafada ladder,Candidate record imported from Wikidata.,Health & body,Practice,Body modification,Wikidata,https://www.wikidata.org/wiki/Q130331283,2,False,Discovery lead
wd-q1430223,hafada piercing,surface piercing on the scrotum,Health & body,Practice,Body modification,Wikidata,https://www.wikidata.org/wiki/Q1430223,10,False,Discovery lead
wd-q17155510,hair cloning,proposed technique to counter hair loss,Health & body,Practice,Therapies,Wikidata,https://www.wikidata.org/wiki/Q17155510,4,False,Discovery lead
wd-q73968731,hajichi,Okinawan hand tattoo,Health & body,Practice,Body modification,Wikidata,https://www.wikidata.org/wiki/Q73968731,7,False,Discovery lead
wd-q5640597,Hakone Ekiden,annual university relay race between Tokyo and Hakone in Japan,Health & body,Practice,Exercise practices,Wikidata,https://www.wikidata.org/wiki/Q5640597,8,False,Discovery lead
wd-q12459994,Halasana,inverted posture in hatha yoga,Health & body,Practice,Exercise practices,Wikidata,https://www.wikidata.org/wiki/Q12459994,22,False,Discovery lead
wd-q215677,half marathon,road running event of 21.0975 kilometres,Health & body,Practice,Exercise practices,Wikidata,https://www.wikidata.org/wiki/Q215677,44,False,Discovery lead
wd-q4788021,Half Moon pose,standing balancing yoga asana,Health & body,Practice,Exercise practices,Wikidata,https://www.wikidata.org/wiki/Q4788021,9,False,Discovery lead
wd-q286452,hand surgery,"surgical specialty dealing in the investigation, preservation and restoration by medical, surgical and rehabilitative means of all structures of the upper extremity directly affecting the form and function of the hand and wrist",Health & body,Practice,Body modification,Wikidata,https://www.wikidata.org/wiki/Q286452,13,False,Discovery lead
wd-q1554010,handstand,"act of supporting the body in a stable, inverted vertical position by balancing on the hands",Health & body,Practice,Exercise practices,Wikidata,https://www.wikidata.org/wiki/Q1554010,29,False,Discovery lead
wd-q644685,Hanumanasana,seated posture in hatha yoga,Health & body,Practice,Exercise practices,Wikidata,https://www.wikidata.org/wiki/Q644685,8,False,Discovery lead
wd-q5653537,hara hachi bun me,Confucian teaching that instructs people to eat until they are 80 percent full,Health & body,Practice,Dietary systems,Wikidata,https://www.wikidata.org/wiki/Q5653537,12,False,Discovery lead
wd-q17054619,Hasta Vinyasas,Candidate record imported from Wikidata.,Health & body,Practice,Exercise practices,Wikidata,https://www.wikidata.org/wiki/Q17054619,2,False,Discovery lead
wd-q734231,Hatha yoga,branch of yoga focusing on physical techniques,Health & body,Practice,Therapies,Wikidata,https://www.wikidata.org/wiki/Q734231,46,False,Discovery lead
wd-q500622,head stand,human pose,Health & body,Practice,Exercise practices,Wikidata,https://www.wikidata.org/wiki/Q500622,12,False,Discovery lead
wd-q5906358,healthy diet,diet that helps maintain or improve general health,Health & body,Practice,Dietary systems,Wikidata,https://www.wikidata.org/wiki/Q5906358,49,False,Discovery lead
wd-q4118789,Healthy eating pyramid,nutrition guide developed by the Harvard School of Public Health,Health & body,Practice,Dietary systems,Wikidata,https://www.wikidata.org/wiki/Q4118789,6,False,Discovery lead
wd-q5991229,heavy isotope diet,diet rich in heavy nonradioactive nucleides such as deuterium and carbon-13,Health & body,Practice,Dietary systems,Wikidata,https://www.wikidata.org/wiki/Q5991229,3,False,Discovery lead
wd-q111146,hematocrit,volume percentage of red blood cells in blood,Health & body,Practice,Medical procedures,Wikidata,https://www.wikidata.org/wiki/Q111146,42,False,Discovery lead
wd-q5712605,hemotherapy,treatment of disease using blood or blood products,Health & body,Practice,Therapies,Wikidata,https://www.wikidata.org/wiki/Q5712605,5,False,Discovery lead
wd-q861699,herbalism,study and use of medicinal properties of plants,Health & body,Practice,Therapies,Wikidata,https://www.wikidata.org/wiki/Q861699,45,False,Discovery lead
wd-q45874067,herbivory,feeding behavior whereby animals eat plant material,Health & body,Practice,Dietary systems,Wikidata,https://www.wikidata.org/wiki/Q45874067,2,False,Discovery lead
wd-q7945038,Hero Pose,sitting asana,Health & body,Practice,Exercise practices,Wikidata,https://www.wikidata.org/wiki/Q7945038,11,False,Discovery lead
wd-q106370223,HGC019,candidate vaccine against COVID-19,Health & body,Practice,Therapies,Wikidata,https://www.wikidata.org/wiki/Q106370223,5,False,Discovery lead
wd-q5757672,high residue diet,Candidate record imported from Wikidata.,Health & body,Practice,Dietary systems,Wikidata,https://www.wikidata.org/wiki/Q5757672,2,False,Discovery lead
wd-q3455060,high-protein diet,diet that includes foods with a high protein content,Health & body,Practice,Dietary systems,Wikidata,https://www.wikidata.org/wiki/Q3455060,9,False,Discovery lead
wd-q5365342,Hijama,a type of alternative medical procedure,Health & body,Practice,Alternative medicine,Wikidata,https://www.wikidata.org/wiki/Q5365342,19,False,Discovery lead
wd-q124000937,Hindu push-up,calisthenics exercise originary from India,Health & body,Practice,Exercise practices,Wikidata,https://www.wikidata.org/wiki/Q124000937,2,False,Discovery lead
wd-q290912,hippotherapy,form of therapy in which a therapist uses the characteristic movements of a horse,Health & body,Practice,Therapies,Wikidata,https://www.wikidata.org/wiki/Q290912,26,False,Discovery lead
wd-q767405,holistic health,"health as viewed from the perspective that humans function as complete, integrated units rather than as aggregates of separate parts",Health & body,Practice,Alternative medicine,Wikidata,https://www.wikidata.org/wiki/Q767405,17,False,Discovery lead
wd-q1642542,home care,"health care or supportive care provided by a professional caregiver, medical and paramedical personnel in the individual home where the patient or client is living",Health & body,Practice,Therapies,Wikidata,https://www.wikidata.org/wiki/Q1642542,22,False,Discovery lead
wd-q81058,homeopathy,"system of pseudoscientific alternative medicine based on the doctrine of ""like cures like""",Health & body,Practice,Therapies,Wikidata,https://www.wikidata.org/wiki/Q81058,98,False,Discovery lead
wd-q85767157,homeoprophylaxis,use of homeopathy as a preventive medicine against infectious diseases,Health & body,Practice,Alternative medicine,Wikidata,https://www.wikidata.org/wiki/Q85767157,2,False,Discovery lead
wd-q5893701,Honey massage,soft tissue massage,Health & body,Practice,Alternative medicine,Wikidata,https://www.wikidata.org/wiki/Q5893701,5,False,Discovery lead
wd-q3577,hoplitodromos,ancient Greek foot race in armor,Health & body,Practice,Exercise practices,Wikidata,https://www.wikidata.org/wiki/Q3577,21,False,Discovery lead
wd-q5635462,HOPS stain,histological stain,Health & body,Practice,Medical procedures,Wikidata,https://www.wikidata.org/wiki/Q5635462,2,False,Discovery lead
wd-q488338,hot yoga,"yoga performed under hot and humid conditions, resulting in considerable sweating",Health & body,Practice,Therapies,Wikidata,https://www.wikidata.org/wiki/Q488338,5,False,Discovery lead
wd-q12188186,house call,medical consultation performed by healthcare professionals visiting the home of a patient or client,Health & body,Practice,Medical procedures,Wikidata,https://www.wikidata.org/wiki/Q12188186,2,False,Discovery lead
wd-q5924906,Hua Tou,form of Buddhist meditation,Health & body,Practice,Therapies,Wikidata,https://www.wikidata.org/wiki/Q5924906,9,False,Discovery lead
wd-q15069887,human flag,feat of strength where the body is parallel to the ground supported by a vertical bar,Health & body,Practice,Exercise practices,Wikidata,https://www.wikidata.org/wiki/Q15069887,7,False,Discovery lead
wd-q537769,hurdling,type of track sport,Health & body,Practice,Exercise practices,Wikidata,https://www.wikidata.org/wiki/Q537769,44,False,Discovery lead
wd-q622676,hydrotherapy,form of water-based therapy,Health & body,Practice,Therapies,Wikidata,https://www.wikidata.org/wiki/Q622676,46,False,Discovery lead
wd-q1121481,hypnotherapy,type of complementary and alternative medicine,Health & body,Practice,Therapies,Wikidata,https://www.wikidata.org/wiki/Q1121481,36,False,Discovery lead
wd-q3100373,hysterotomy,"incision into the uterus, usually as part of a caesarean section",Health & body,Practice,Therapies,Wikidata,https://www.wikidata.org/wiki/Q3100373,8,False,Discovery lead
wd-q22909160,Impella,medical device,Health & body,Practice,Medical procedures,Wikidata,https://www.wikidata.org/wiki/Q22909160,3,False,Discovery lead
wd-q6007165,implant,device placed under human skin for decorative purposes,Health & body,Practice,Body modification,Wikidata,https://www.wikidata.org/wiki/Q6007165,3,False,Discovery lead
wd-q38978,inbreeding,production of offspring from closely related organism,Health & body,Practice,Therapies,Wikidata,https://www.wikidata.org/wiki/Q38978,45,False,Discovery lead
wd-q127683,incest,sexual activity between family members or close relatives,Health & body,Practice,Therapies,Wikidata,https://www.wikidata.org/wiki/Q127683,99,False,Discovery lead
wd-q28173785,Incompatible foods in Ayurveda,Candidate record imported from Wikidata.,Health & body,Practice,Dietary systems,Wikidata,https://www.wikidata.org/wiki/Q28173785,1,False,Discovery lead
wd-q27996846,Indudalasana,Candidate record imported from Wikidata.,Health & body,Practice,Exercise practices,Wikidata,https://www.wikidata.org/wiki/Q27996846,1,False,Discovery lead
wd-q600813,infiltration,medical procedure,Health & body,Practice,Therapies,Wikidata,https://www.wikidata.org/wiki/Q600813,18,False,Discovery lead
wd-q245359,injection,infusion method of putting fluid into the body,Health & body,Practice,Therapies,Wikidata,https://www.wikidata.org/wiki/Q245359,54,False,Discovery lead
wd-q1664296,inoculation,"artificial introduction of infection to cells, tissue, or an organism",Health & body,Practice,Therapies,Wikidata,https://www.wikidata.org/wiki/Q1664296,30,False,Discovery lead
wd-q85769491,inotersen,pharmaceutical drug,Health & body,Practice,Therapies,Wikidata,https://www.wikidata.org/wiki/Q85769491,6,False,Discovery lead
wd-q1665395,Integral yoga,The Yoga-based philosophy and practice of Sri Aurobindo and The Mother (Mirra Alfassa).,Health & body,Practice,Exercise practices,Wikidata,https://www.wikidata.org/wiki/Q1665395,15,False,Discovery lead
wd-q22909241,Integral yoga,"a system of yoga, brought to the West by Swami Satchidananda, that claims to synthesize six branches of classical Yoga philosophy and practice: Hatha, Raja, Bhakti, Karma, Jnana, and Japa yoga.",Health & body,Practice,Exercise practices,Wikidata,https://www.wikidata.org/wiki/Q22909241,3,False,Discovery lead
wd-q1666254,Intermittent fasting,Eating is organized into recurring fasting and feeding windows.,Health & body,Practice,Priority anchors,Wikidata,https://www.wikidata.org/wiki/Q1666254,31,True,Documented
wd-q17004012,intersex surgery,surgery performed to modify atypical or ambiguous genitalia in order to comply with norms of the society,Health & body,Practice,Body modification,Wikidata,https://www.wikidata.org/wiki/Q17004012,7,False,Discovery lead
wd-q939018,intubation,insertion of a tube into the human body,Health & body,Practice,Medical procedures,Wikidata,https://www.wikidata.org/wiki/Q939018,18,False,Discovery lead
wd-q12021385,IQ test,Candidate record imported from Wikidata.,Health & body,Practice,Medical procedures,Wikidata,https://www.wikidata.org/wiki/Q12021385,2,False,Discovery lead
wd-q20707850,Iranian traditional medicine,Candidate record imported from Wikidata.,Health & body,Practice,Alternative medicine,Wikidata,https://www.wikidata.org/wiki/Q20707850,6,False,Discovery lead
wd-q3183723,irezumi,several forms of traditional Japanese tattooing,Health & body,Practice,Body modification,Wikidata,https://www.wikidata.org/wiki/Q3183723,25,False,Discovery lead
wd-q1672638,iridectomy,surgical removal of part of the iris,Health & body,Practice,Therapies,Wikidata,https://www.wikidata.org/wiki/Q1672638,15,False,Discovery lead
wd-q368718,Iridology,alternative medicine technique,Health & body,Practice,Alternative medicine,Wikidata,https://www.wikidata.org/wiki/Q368718,27,False,Discovery lead
wd-q6073056,Iron tests,medical diagnostic method,Health & body,Practice,Medical procedures,Wikidata,https://www.wikidata.org/wiki/Q6073056,2,False,Discovery lead
wd-q11714089,irrigation,flushing an area affected by a toxin with water or saline to remove the agent,Health & body,Practice,Therapies,Wikidata,https://www.wikidata.org/wiki/Q11714089,6,False,Discovery lead
wd-q1673582,Isabella piercing,female genital piercing,Health & body,Practice,Body modification,Wikidata,https://www.wikidata.org/wiki/Q1673582,8,False,Discovery lead
wd-q423169,isoniazid,antibiotic for treatment of tuberculosis,Health & body,Practice,Therapies,Wikidata,https://www.wikidata.org/wiki/Q423169,43,False,Discovery lead
wd-q1676109,Iyengar Yoga,form of Hatha yoga,Health & body,Practice,Therapies,Wikidata,https://www.wikidata.org/wiki/Q1676109,13,False,Discovery lead
wd-q106514710,İzmir Marathon,annual race in Turkey since 2020,Health & body,Practice,Exercise practices,Wikidata,https://www.wikidata.org/wiki/Q106514710,2,False,Discovery lead
wd-q6116752,Jackknife,abdominal exercise,Health & body,Practice,Exercise practices,Wikidata,https://www.wikidata.org/wiki/Q6116752,4,False,Discovery lead
wd-q1678809,Jamaica ginger,19th-century patent medicine,Health & body,Practice,Alternative medicine,Wikidata,https://www.wikidata.org/wiki/Q1678809,4,False,Discovery lead
wd-q4200773,jamu,form of herbal medicine and treatment that has been practised in Indonesia since the eighth century,Health & body,Practice,Therapies,Wikidata,https://www.wikidata.org/wiki/Q4200773,15,False,Discovery lead
wd-q22130583,Japanese-style diet,Candidate record imported from Wikidata.,Health & body,Practice,Dietary systems,Wikidata,https://www.wikidata.org/wiki/Q22130583,3,False,Discovery lead
wd-q6165858,jaw wiring,mechanical procedure to keep jaw closed,Health & body,Practice,Medical procedures,Wikidata,https://www.wikidata.org/wiki/Q6165858,1,False,Discovery lead
wd-q6202271,jing zuo,meditation practice,Health & body,Practice,Therapies,Wikidata,https://www.wikidata.org/wiki/Q6202271,3,False,Discovery lead
wd-q4160258,Jivamukti Yoga,school of modern yoga,Health & body,Practice,Exercise practices,Wikidata,https://www.wikidata.org/wiki/Q4160258,6,False,Discovery lead
wd-q1054028,Jnana yoga,one of four spiritual paths in Hinduism,Health & body,Practice,Therapies,Wikidata,https://www.wikidata.org/wiki/Q1054028,31,False,Discovery lead
wd-q9284972,jumping jack,physical jumping exercise,Health & body,Practice,Exercise practices,Wikidata,https://www.wikidata.org/wiki/Q9284972,8,False,Discovery lead
wd-q6319091,Juvéderm,injectable cosmetic filler,Health & body,Practice,Therapies,Wikidata,https://www.wikidata.org/wiki/Q6319091,2,False,Discovery lead
wd-q111953123,kakiniit,inuit tattoos,Health & body,Practice,Body modification,Wikidata,https://www.wikidata.org/wiki/Q111953123,3,False,Discovery lead
wd-q3192210,kaliuresis,urine potassium,Health & body,Practice,Medical procedures,Wikidata,https://www.wikidata.org/wiki/Q3192210,5,False,Discovery lead
wd-q403356,Kampo,"system of diagnosis, therapy and study of traditional Chinese medicine in Japan",Health & body,Practice,Therapies,Wikidata,https://www.wikidata.org/wiki/Q403356,14,False,Discovery lead
wd-q6366947,Kapotāsana,kneeling back-bending posture in modern yoga,Health & body,Practice,Exercise practices,Wikidata,https://www.wikidata.org/wiki/Q6366947,7,False,Discovery lead
wd-q1054016,Karma yoga,one of four spiritual paths in Hinduism,Health & body,Practice,Therapies,Wikidata,https://www.wikidata.org/wiki/Q1054016,29,False,Discovery lead
wd-q6372701,karmamudrā,Vajrayana Buddhist technique of sexual practice,Health & body,Practice,Exercise practices,Wikidata,https://www.wikidata.org/wiki/Q6372701,7,False,Discovery lead
wd-q19892548,Karnapidasana,inverted posture in modern yoga,Health & body,Practice,Exercise practices,Wikidata,https://www.wikidata.org/wiki/Q19892548,2,False,Discovery lead
wd-q813690,Kegel exercise,contracting and relaxing the muscles that form part of the pelvic floor,Health & body,Practice,Exercise practices,Wikidata,https://www.wikidata.org/wiki/Q813690,43,False,Discovery lead
wd-q1070684,Ketogenic diet,Very-low-carbohydrate eating is used to induce ketosis as a therapeutic or lifestyle practice.,Health & body,Practice,Priority anchors,Wikidata,https://www.wikidata.org/wiki/Q1070684,42,True,Documented
wd-q1739905,ketonuria,medical condition in which ketone bodies are present in the urine,Health & body,Practice,Medical procedures,Wikidata,https://www.wikidata.org/wiki/Q1739905,22,False,Discovery lead
wd-q6421881,Knee taping,medical intervention,Health & body,Practice,Therapies,Wikidata,https://www.wikidata.org/wiki/Q6421881,1,False,Discovery lead
wd-q18343520,knuckle tattoo,kind of tattoo on hands,Health & body,Practice,Body modification,Wikidata,https://www.wikidata.org/wiki/Q18343520,3,False,Discovery lead
wd-q131302349,Kostaive,vaccine,Health & body,Practice,Therapies,Wikidata,https://www.wikidata.org/wiki/Q131302349,2,False,Discovery lead
wd-q180678,Kriya Yoga,style of yoga,Health & body,Practice,Therapies,Wikidata,https://www.wikidata.org/wiki/Q180678,27,False,Discovery lead
wd-q24886408,Krāuñcāsana,seated posture in modern yoga,Health & body,Practice,Exercise practices,Wikidata,https://www.wikidata.org/wiki/Q24886408,4,False,Discovery lead
wd-q6442512,Kukkutasana,hand-balancing posture in hatha yoga,Health & body,Practice,Therapies,Wikidata,https://www.wikidata.org/wiki/Q6442512,8,False,Discovery lead
wd-q1423977,Kum Nye,Candidate record imported from Wikidata.,Health & body,Practice,Therapies,Wikidata,https://www.wikidata.org/wiki/Q1423977,6,False,Discovery lead
wd-q335429,Kundalini yoga,school of yoga,Health & body,Practice,Exercise practices,Wikidata,https://www.wikidata.org/wiki/Q335429,22,False,Discovery lead
wd-q11374825,Kyoto Marathon,"road running event in Kyoto, Japan",Health & body,Practice,Exercise practices,Wikidata,https://www.wikidata.org/wiki/Q11374825,2,False,Discovery lead
wd-q610011,labia piercing,female genital piercing,Health & body,Practice,Body modification,Wikidata,https://www.wikidata.org/wiki/Q610011,11,False,Discovery lead
wd-q6467036,labia stretching,act of lengthening the labia minora,Health & body,Practice,Body modification,Wikidata,https://www.wikidata.org/wiki/Q6467036,9,False,Discovery lead
wd-q1801578,laminectomy,surgical procedure that removes a portion of the lamina,Health & body,Practice,Therapies,Wikidata,https://www.wikidata.org/wiki/Q1801578,11,False,Discovery lead
wd-q1130374,laparotomy,surgical procedure involving small incisions through the abdominal wall to gain access into the abdominal cavity,Health & body,Practice,Therapies,Wikidata,https://www.wikidata.org/wiki/Q1130374,29,False,Discovery lead
wd-q1472065,laryngectomy,"surgical removal of the larynx and separation of the airway from the mouth, nose and esophagus",Health & body,Practice,Therapies,Wikidata,https://www.wikidata.org/wiki/Q1472065,14,False,Discovery lead
wd-q278846,LASIK,corrective opthalmological surgery,Health & body,Practice,Therapies,Wikidata,https://www.wikidata.org/wiki/Q278846,40,False,Discovery lead
wd-q28765355,Lasyasana,Candidate record imported from Wikidata.,Health & body,Practice,Exercise practices,Wikidata,https://www.wikidata.org/wiki/Q28765355,1,False,Discovery lead
wd-q3218484,Latihan,form of spiritual practice,Health & body,Practice,Therapies,Wikidata,https://www.wikidata.org/wiki/Q3218484,2,False,Discovery lead
wd-q765304,Laughter Yoga,Modern exercise involving prolonged voluntary laughter,Health & body,Practice,Exercise practices,Wikidata,https://www.wikidata.org/wiki/Q765304,25,False,Discovery lead
wd-q2845246,lay analysis,practice of psychoanalysis by someone who is not a physician,Health & body,Practice,Therapies,Wikidata,https://www.wikidata.org/wiki/Q2845246,5,False,Discovery lead
wd-q4492615,Leblouh,force-feeding of women in Mauritania,Health & body,Practice,Therapies,Wikidata,https://www.wikidata.org/wiki/Q4492615,10,False,Discovery lead
wd-q3398543,leg curl,"An exercise where you curl your legs towards your butt (while lying on a machine), targeting the hamstrings.",Health & body,Practice,Exercise practices,Wikidata,https://www.wikidata.org/wiki/Q3398543,13,False,Discovery lead
wd-q2588216,leg extension,"An exercise where you extend your legs by straightening your knees against resistance, targeting the quadriceps.",Health & body,Practice,Exercise practices,Wikidata,https://www.wikidata.org/wiki/Q2588216,13,False,Discovery lead
wd-q814819,leg press,weight training exercise in which a weight is pushed using the legs,Health & body,Practice,Exercise practices,Wikidata,https://www.wikidata.org/wiki/Q814819,23,False,Discovery lead
wd-q3398513,leg raise,"An exercise where one raises the legs while lying down or hanging down, targeting the lower abs and hip flexors",Health & body,Practice,Exercise practices,Wikidata,https://www.wikidata.org/wiki/Q3398513,10,False,Discovery lead
