id,title,summary,domain,kind,collection,source,sourceUrl,reach,priority,status
wd-q134875670,72 virgins,Islamic myth,Belief & cosmology,Narrative,Myths,Wikidata,https://www.wikidata.org/wiki/Q134875670,1,False,Discovery lead
wd-q30325279,999 Phone Charging Urban Legend,urban myth,Belief & cosmology,Narrative,Myths,Wikidata,https://www.wikidata.org/wiki/Q30325279,6,False,Discovery lead
wd-q4661658,Aaraattu,"Hindu ritual in Kerala, India",Belief & cosmology,Practice,Rituals,Wikidata,https://www.wikidata.org/wiki/Q4661658,8,False,Discovery lead
wd-q69089888,abhishek,method of worship in Hinduism and Buddhism,Belief & cosmology,Practice,Rituals,Wikidata,https://www.wikidata.org/wiki/Q69089888,0,False,Discovery lead
wd-q104859198,Abwoi religion,religion of central Nigeria,Belief & cosmology,Belief,Religions,Wikidata,https://www.wikidata.org/wiki/Q104859198,9,False,Discovery lead
wd-q336450,Abydosfahrt,German term: one of the last parts of the ancient Egyptian burial ritual,Belief & cosmology,Practice,Rituals,Wikidata,https://www.wikidata.org/wiki/Q336450,1,False,Discovery lead
wd-q97308558,Adat Musi,"religion from Talaud Islands, North Sulawesi, Indonesia",Belief & cosmology,Belief,Religions,Wikidata,https://www.wikidata.org/wiki/Q97308558,2,False,Discovery lead
wd-q367540,adelphopoiesis,old Christian ceremony to unite two people of the same sex,Belief & cosmology,Practice,Rituals,Wikidata,https://www.wikidata.org/wiki/Q367540,18,False,Discovery lead
wd-q4682594,Adi Dharm,religious movement from mid-19th century Bengal,Belief & cosmology,Belief,Religions,Wikidata,https://www.wikidata.org/wiki/Q4682594,7,False,Discovery lead
wd-q100989102,Ahacu Alo,Candidate record imported from Wikidata.,Belief & cosmology,Practice,Rituals,Wikidata,https://www.wikidata.org/wiki/Q100989102,0,False,Discovery lead
wd-q63368099,Ahom religion,ethnic religion of the Ahom people,Belief & cosmology,Belief,Religions,Wikidata,https://www.wikidata.org/wiki/Q63368099,4,False,Discovery lead
wd-q49343,Aji Saka,Story of early Java,Belief & cosmology,Narrative,Legends,Wikidata,https://www.wikidata.org/wiki/Q49343,7,False,Discovery lead
wd-q1493154,Akan religion,Traditional and religious beliefs and practices of the Akan people,Belief & cosmology,Belief,Religions,Wikidata,https://www.wikidata.org/wiki/Q1493154,9,False,Discovery lead
wd-q138006436,Alawite,Candidate record imported from Wikidata.,Belief & cosmology,Belief,Religions,Wikidata,https://www.wikidata.org/wiki/Q138006436,1,False,Discovery lead
wd-q2356817,Alexandrian Wicca,Tradition of Wicca founded by Alex Sanders,Belief & cosmology,Belief,Religions,Wikidata,https://www.wikidata.org/wiki/Q2356817,11,False,Discovery lead
wd-q4723948,Algard Wicca,Candidate record imported from Wikidata.,Belief & cosmology,Belief,Religions,Wikidata,https://www.wikidata.org/wiki/Q4723948,2,False,Discovery lead
wd-q123692452,"Almo, Idaho Indian massacre myth",Candidate record imported from Wikidata.,Belief & cosmology,Narrative,Myths,Wikidata,https://www.wikidata.org/wiki/Q123692452,1,False,Discovery lead
wd-q56389554,Aluk Todolo,"Folk religion of Toraja tribe, Indonesia",Belief & cosmology,Belief,Religions,Wikidata,https://www.wikidata.org/wiki/Q56389554,1,False,Discovery lead
wd-q16931065,Amazighs Christians Donatians,ethnic group,Belief & cosmology,Belief,Religions,Wikidata,https://www.wikidata.org/wiki/Q16931065,3,False,Discovery lead
wd-q133070609,Americanism,religion of South Korea,Belief & cosmology,Belief,Religions,Wikidata,https://www.wikidata.org/wiki/Q133070609,0,False,Discovery lead
wd-q4662792,Anatolian religion,religion of Anatolia,Belief & cosmology,Belief,Religions,Wikidata,https://www.wikidata.org/wiki/Q4662792,1,False,Discovery lead
wd-q16039034,Ancestrality,religion,Belief & cosmology,Belief,Religions,Wikidata,https://www.wikidata.org/wiki/Q16039034,1,False,Discovery lead
wd-q65295431,ancient druidism,ancient Celtic religion on Great Britain,Belief & cosmology,Belief,Religions,Wikidata,https://www.wikidata.org/wiki/Q65295431,1,False,Discovery lead
wd-q21028568,Ancient Mesopotamian religion,religion,Belief & cosmology,Belief,Religions,Wikidata,https://www.wikidata.org/wiki/Q21028568,29,False,Discovery lead
wd-q4272186,Anga,in the eastern parts of India,Belief & cosmology,Narrative,Myths,Wikidata,https://www.wikidata.org/wiki/Q4272186,7,False,Discovery lead
wd-q541235,anglo-catholicism,Anglicanism that emphasises its Catholic heritage,Belief & cosmology,Belief,Religions,Wikidata,https://www.wikidata.org/wiki/Q541235,24,False,Discovery lead
wd-q43004,animism,religious worldview,Belief & cosmology,Belief,Religions,Wikidata,https://www.wikidata.org/wiki/Q43004,109,False,Discovery lead
wd-q641922,anointing,ritual act of putting aromatic oil on a person,Belief & cosmology,Practice,Rituals,Wikidata,https://www.wikidata.org/wiki/Q641922,37,False,Discovery lead
wd-q111593059,ant test,Surinamese indigenous ritual,Belief & cosmology,Practice,Rituals,Wikidata,https://www.wikidata.org/wiki/Q111593059,1,False,Discovery lead
wd-q4067214,Antonianism,syncretic Bakongo Catholic movement,Belief & cosmology,Belief,Religions,Wikidata,https://www.wikidata.org/wiki/Q4067214,8,False,Discovery lead
wd-q120315384,Antzinako euskaldunen erlijioa,Candidate record imported from Wikidata.,Belief & cosmology,Belief,Religions,Wikidata,https://www.wikidata.org/wiki/Q120315384,1,False,Discovery lead
wd-q4777814,Anupa,Historical Indian region,Belief & cosmology,Belief,Religions,Wikidata,https://www.wikidata.org/wiki/Q4777814,2,False,Discovery lead
wd-q4780215,Apokpa Marup,Religious denomination of Meitei religion,Belief & cosmology,Belief,Religions,Wikidata,https://www.wikidata.org/wiki/Q4780215,2,False,Discovery lead
wd-q124796930,Apollo and Diana,divine twins from Roman mythology,Belief & cosmology,Narrative,Myths,Wikidata,https://www.wikidata.org/wiki/Q124796930,0,False,Discovery lead
wd-q80824331,Arará religion,a Voudou related religion indigenous to Cuba,Belief & cosmology,Belief,Religions,Wikidata,https://www.wikidata.org/wiki/Q80824331,2,False,Discovery lead
wd-q4784420,Arathi,Christian religious movement,Belief & cosmology,Belief,Religions,Wikidata,https://www.wikidata.org/wiki/Q4784420,2,False,Discovery lead
wd-q4787783,Ardaas,Balmiki Practice,Belief & cosmology,Practice,Rituals,Wikidata,https://www.wikidata.org/wiki/Q4787783,1,False,Discovery lead
wd-q1571949,Ariosophy,"ideological systems of an esoteric nature, pioneered by Guido von List and Jörg Lanz von Liebenfels",Belief & cosmology,Belief,Religions,Wikidata,https://www.wikidata.org/wiki/Q1571949,21,False,Discovery lead
wd-q13446873,Arminianism,theological movement,Belief & cosmology,Belief,Religions,Wikidata,https://www.wikidata.org/wiki/Q13446873,37,False,Discovery lead
wd-q11821099,Arrow driving,Slavic pre-Christian folk custom,Belief & cosmology,Practice,Rituals,Wikidata,https://www.wikidata.org/wiki/Q11821099,2,False,Discovery lead
wd-q16154326,Arti,"Hindu religious ritual of worship, a part of puja, in which light is offered",Belief & cosmology,Practice,Rituals,Wikidata,https://www.wikidata.org/wiki/Q16154326,29,False,Discovery lead
wd-q22906493,Ashurism,Candidate record imported from Wikidata.,Belief & cosmology,Belief,Religions,Wikidata,https://www.wikidata.org/wiki/Q22906493,2,False,Discovery lead
wd-q734290,Asouade,penalty and mockery ritual,Belief & cosmology,Practice,Rituals,Wikidata,https://www.wikidata.org/wiki/Q734290,1,False,Discovery lead
wd-q543178,Asperges,liturgical element,Belief & cosmology,Practice,Rituals,Wikidata,https://www.wikidata.org/wiki/Q543178,17,False,Discovery lead
wd-q162691,Assumption of Mary,"the bodily taking up of the Virgin Mary into Heaven at the end of her earthly life, dogma of the Catholic Church",Belief & cosmology,Narrative,Myths,Wikidata,https://www.wikidata.org/wiki/Q162691,78,False,Discovery lead
wd-q34362,Astrology,Celestial positions are interpreted as meaningful for human character and events.,Belief & cosmology,Belief,Priority anchors,Wikidata,https://www.wikidata.org/wiki/Q34362,157,True,Documented
wd-q146107,atenism,monotheistic religion,Belief & cosmology,Belief,Religions,Wikidata,https://www.wikidata.org/wiki/Q146107,33,False,Discovery lead
wd-q136543160,Atheopaganism,modern pagan religion,Belief & cosmology,Belief,Religions,Wikidata,https://www.wikidata.org/wiki/Q136543160,0,False,Discovery lead
wd-q757719,Atra-Hasis,Akadian creation myth,Belief & cosmology,Narrative,Myths,Wikidata,https://www.wikidata.org/wiki/Q757719,19,False,Discovery lead
wd-q4817753,Atsugewi traditional narratives,mythology preserved by the Atsugewi people,Belief & cosmology,Narrative,Myths,Wikidata,https://www.wikidata.org/wiki/Q4817753,3,False,Discovery lead
wd-q135578841,Atsuta Shrine's origin myths,Candidate record imported from Wikidata.,Belief & cosmology,Narrative,Myths,Wikidata,https://www.wikidata.org/wiki/Q135578841,0,False,Discovery lead
wd-q376608,Australian Aboriginal mythology,ritual and traditional history of the indigenous peoples of Australia,Belief & cosmology,Belief,Religions,Wikidata,https://www.wikidata.org/wiki/Q376608,23,False,Discovery lead
wd-q1966665,Avsen,Slavic folk Christianity holiday.,Belief & cosmology,Practice,Rituals,Wikidata,https://www.wikidata.org/wiki/Q1966665,5,False,Discovery lead
wd-q109332975,Baalism,cult of Baal,Belief & cosmology,Belief,Religions,Wikidata,https://www.wikidata.org/wiki/Q109332975,1,False,Discovery lead
wd-q4837484,Babalon Working,Magic ritual,Belief & cosmology,Practice,Rituals,Wikidata,https://www.wikidata.org/wiki/Q4837484,3,False,Discovery lead
wd-q859723,Badimo,ancestor-venerating religion,Belief & cosmology,Belief,Religions,Wikidata,https://www.wikidata.org/wiki/Q859723,9,False,Discovery lead
wd-q17251706,Badudus,Indonesian purifying ritual,Belief & cosmology,Practice,Rituals,Wikidata,https://www.wikidata.org/wiki/Q17251706,2,False,Discovery lead
wd-q22679,Baháʼí Faith,monotheistic religion revealed by Bahāʾullāh,Belief & cosmology,Belief,Religions,Wikidata,https://www.wikidata.org/wiki/Q22679,146,False,Discovery lead
wd-q11328103,Balian,Candidate record imported from Wikidata.,Belief & cosmology,Practice,Rituals,Wikidata,https://www.wikidata.org/wiki/Q11328103,4,False,Discovery lead
wd-q12596425,Bari gongju,Korean mythological person,Belief & cosmology,Narrative,Myths,Wikidata,https://www.wikidata.org/wiki/Q12596425,3,False,Discovery lead
wd-q54459812,Barvínek,family name,Belief & cosmology,Narrative,Legends,Wikidata,https://www.wikidata.org/wiki/Q54459812,1,False,Discovery lead
wd-q136721377,Basarah,worship in the Kaharingan religion,Belief & cosmology,Practice,Rituals,Wikidata,https://www.wikidata.org/wiki/Q136721377,1,False,Discovery lead
wd-q4869989,Battle Bison beast,"in Sumerian mythology, one of the Heroes slain by Ninurta, patron god of Lagash, in Mesopotamia",Belief & cosmology,Narrative,Myths,Wikidata,https://www.wikidata.org/wiki/Q4869989,1,False,Discovery lead
wd-q113411478,Bear games,Candidate record imported from Wikidata.,Belief & cosmology,Practice,Rituals,Wikidata,https://www.wikidata.org/wiki/Q113411478,1,False,Discovery lead
wd-q1019107,Bear guiding,Russian folk ritual,Belief & cosmology,Practice,Rituals,Wikidata,https://www.wikidata.org/wiki/Q1019107,7,False,Discovery lead
wd-q51620,beatification,recognition accorded by the Catholic Church of a deceased person's entrance into heaven,Belief & cosmology,Practice,Rituals,Wikidata,https://www.wikidata.org/wiki/Q51620,57,False,Discovery lead
wd-q136926118,BEDAN,Candidate record imported from Wikidata.,Belief & cosmology,Belief,Religions,Wikidata,https://www.wikidata.org/wiki/Q136926118,2,False,Discovery lead
wd-q56413514,Bejenjang,traditional healing rituals in Indonesia,Belief & cosmology,Practice,Rituals,Wikidata,https://www.wikidata.org/wiki/Q56413514,1,False,Discovery lead
wd-q2882899,beliefs and practices of The Church of Jesus Christ of Latter-day Saints,Doctrines in the Utah-based church,Belief & cosmology,Belief,Religions,Wikidata,https://www.wikidata.org/wiki/Q2882899,4,False,Discovery lead
wd-q55605159,Bell Church,socio-religious organization,Belief & cosmology,Belief,Religions,Wikidata,https://www.wikidata.org/wiki/Q55605159,2,False,Discovery lead
wd-q62672798,Big Drum,religious society among indigenous peoples of North America,Belief & cosmology,Belief,Religions,Wikidata,https://www.wikidata.org/wiki/Q62672798,0,False,Discovery lead
wd-q4913749,Bimoism,indigenous religion of the Yi people,Belief & cosmology,Belief,Religions,Wikidata,https://www.wikidata.org/wiki/Q4913749,5,False,Discovery lead
wd-q5729875,Blancaflor,Spanish legend,Belief & cosmology,Narrative,Legends,Wikidata,https://www.wikidata.org/wiki/Q5729875,1,False,Discovery lead
wd-q4929915,Blue Star Wicca,Wiccan tradition developed in the 1970s,Belief & cosmology,Belief,Religions,Wikidata,https://www.wikidata.org/wiki/Q4929915,4,False,Discovery lead
wd-q10299941,Bola de Neve Church,Brazilian Christian denomination (1999 - ),Belief & cosmology,Belief,Religions,Wikidata,https://www.wikidata.org/wiki/Q10299941,3,False,Discovery lead
wd-q11077654,Bone collecting,Burial ritual in parts of East Asia,Belief & cosmology,Practice,Rituals,Wikidata,https://www.wikidata.org/wiki/Q11077654,6,False,Discovery lead
wd-q893589,Bori religion,religion of Hausa people in West Africa,Belief & cosmology,Belief,Religions,Wikidata,https://www.wikidata.org/wiki/Q893589,9,False,Discovery lead
wd-q889766,Brahmanism,South Asian religion,Belief & cosmology,Belief,Religions,Wikidata,https://www.wikidata.org/wiki/Q889766,33,False,Discovery lead
wd-q4955623,Brahmo,Elite Bengali social class,Belief & cosmology,Belief,Religions,Wikidata,https://www.wikidata.org/wiki/Q4955623,2,False,Discovery lead
wd-q4955624,Brahmoism,religious movement from mid-19th century Bengal originating the Bengali Renaissance,Belief & cosmology,Belief,Religions,Wikidata,https://www.wikidata.org/wiki/Q4955624,10,False,Discovery lead
wd-q4096014,Bratchina,"ritual feast, often doubling as civic assembly, in Slavic cultures",Belief & cosmology,Practice,Rituals,Wikidata,https://www.wikidata.org/wiki/Q4096014,4,False,Discovery lead
wd-q2724756,British Traditional Wicca,"set of Wiccan traditions from New Forest region, England",Belief & cosmology,Belief,Religions,Wikidata,https://www.wikidata.org/wiki/Q2724756,8,False,Discovery lead
wd-q67484121,Bronze age,epoch in Greek mythology,Belief & cosmology,Narrative,Myths,Wikidata,https://www.wikidata.org/wiki/Q67484121,0,False,Discovery lead
wd-q2527136,Bssisa,dish from Tunisia,Belief & cosmology,Practice,Rituals,Wikidata,https://www.wikidata.org/wiki/Q2527136,11,False,Discovery lead
wd-q748,Buddhism,Suffering and liberation are interpreted through traditions derived from the Buddha's teachings.,Belief & cosmology,Belief,Priority anchors,Wikidata,https://www.wikidata.org/wiki/Q748,285,True,Documented
wd-q4984270,Buddhist feminism,Women's rights movement in Buddhism,Belief & cosmology,Belief,Religions,Wikidata,https://www.wikidata.org/wiki/Q4984270,7,False,Discovery lead
wd-q109567366,Bunun shaman,Bunun shaman from the Qanituan tribe,Belief & cosmology,Practice,Rituals,Wikidata,https://www.wikidata.org/wiki/Q109567366,0,False,Discovery lead
wd-q30941924,buo oˇ,Candidate record imported from Wikidata.,Belief & cosmology,Practice,Rituals,Wikidata,https://www.wikidata.org/wiki/Q30941924,2,False,Discovery lead
wd-q1018444,Bwiti,Spiritual practice of central Africa,Belief & cosmology,Belief,Religions,Wikidata,https://www.wikidata.org/wiki/Q1018444,14,False,Discovery lead
wd-q1019061,Bärbeletreiben,traditional event on December 4th in the Allgäu region in Germany,Belief & cosmology,Practice,Rituals,Wikidata,https://www.wikidata.org/wiki/Q1019061,2,False,Discovery lead
wd-q4210313,Caloian,rainmaking and fertility rite in Romania,Belief & cosmology,Practice,Rituals,Wikidata,https://www.wikidata.org/wiki/Q4210313,6,False,Discovery lead
wd-q752660,Candomblé,Afro-Brazilian religion,Belief & cosmology,Belief,Religions,Wikidata,https://www.wikidata.org/wiki/Q752660,38,False,Discovery lead
wd-q51621,canonization,declaration that a deceased person is an officially recognized saint,Belief & cosmology,Practice,Rituals,Wikidata,https://www.wikidata.org/wiki/Q51621,66,False,Discovery lead
wd-q1031610,Capra,"traditional Slavic, Moldavian and Romanian rite with a song",Belief & cosmology,Practice,Rituals,Wikidata,https://www.wikidata.org/wiki/Q1031610,7,False,Discovery lead
wd-q2671818,cashiering,ritual dismissal for breach of discipline,Belief & cosmology,Practice,Rituals,Wikidata,https://www.wikidata.org/wiki/Q2671818,11,False,Discovery lead
wd-q161696,Catharism,Christian dualist movement that thrived in some areas of Southern Europe,Belief & cosmology,Belief,Religions,Wikidata,https://www.wikidata.org/wiki/Q161696,74,False,Discovery lead
wd-q1106521,Celtic Wicca,religious beliefs,Belief & cosmology,Belief,Religions,Wikidata,https://www.wikidata.org/wiki/Q1106521,8,False,Discovery lead
wd-q769045,Central Valley Wicca,"wiccan group in Central Valley, California",Belief & cosmology,Belief,Religions,Wikidata,https://www.wikidata.org/wiki/Q769045,1,False,Discovery lead
wd-q133284184,Chagga religion,Candidate record imported from Wikidata.,Belief & cosmology,Belief,Religions,Wikidata,https://www.wikidata.org/wiki/Q133284184,1,False,Discovery lead
wd-q61293275,Challa,Ritual practice of Aymara origin,Belief & cosmology,Practice,Rituals,Wikidata,https://www.wikidata.org/wiki/Q61293275,2,False,Discovery lead
wd-q1062585,chaos magic,Belief system,Belief & cosmology,Belief,Religions,Wikidata,https://www.wikidata.org/wiki/Q1062585,18,False,Discovery lead
wd-q133151788,Chaoskampf,mythological combat motif,Belief & cosmology,Narrative,Myths,Wikidata,https://www.wikidata.org/wiki/Q133151788,2,False,Discovery lead
wd-q663109,charivari,folk custom,Belief & cosmology,Practice,Rituals,Wikidata,https://www.wikidata.org/wiki/Q663109,21,False,Discovery lead
wd-q12820861,Chilyosin,religious custom in Islam,Belief & cosmology,Practice,Rituals,Wikidata,https://www.wikidata.org/wiki/Q12820861,1,False,Discovery lead
wd-q1074275,Chinese folk religion,traditional Han Chinese religious belief systems,Belief & cosmology,Belief,Religions,Wikidata,https://www.wikidata.org/wiki/Q1074275,53,False,Discovery lead
wd-q16101732,Chlausjagen,Candidate record imported from Wikidata.,Belief & cosmology,Practice,Rituals,Wikidata,https://www.wikidata.org/wiki/Q16101732,3,False,Discovery lead
wd-q5043,Christianity,Life and salvation are interpreted through traditions centered on Jesus Christ.,Belief & cosmology,Belief,Priority anchors,Wikidata,https://www.wikidata.org/wiki/Q5043,322,True,Documented
wd-q3399450,Christianity and neopaganism,Candidate record imported from Wikidata.,Belief & cosmology,Belief,Religions,Wikidata,https://www.wikidata.org/wiki/Q3399450,4,False,Discovery lead
wd-q123384193,Christo-Paganism,syncretic new religious movement,Belief & cosmology,Belief,Religions,Wikidata,https://www.wikidata.org/wiki/Q123384193,3,False,Discovery lead
wd-q5115098,Chthonioi Alexandrian Wicca,Candidate record imported from Wikidata.,Belief & cosmology,Belief,Religions,Wikidata,https://www.wikidata.org/wiki/Q5115098,1,False,Discovery lead
wd-q5116819,Church of Aphrodite,Church of a singular female goddess,Belief & cosmology,Belief,Religions,Wikidata,https://www.wikidata.org/wiki/Q5116819,3,False,Discovery lead
wd-q11773906,Church Universal and Triumphant,religious organization of Elizabeth Clare Prophet (1975-),Belief & cosmology,Belief,Religions,Wikidata,https://www.wikidata.org/wiki/Q11773906,5,False,Discovery lead
wd-q116694086,cinderbiter,role taken as a rite of passage,Belief & cosmology,Practice,Rituals,Wikidata,https://www.wikidata.org/wiki/Q116694086,0,False,Discovery lead
wd-q31284489,Cledones,ancient Greek custom involving chance-heard sounds,Belief & cosmology,Practice,Rituals,Wikidata,https://www.wikidata.org/wiki/Q31284489,1,False,Discovery lead
wd-q2536027,Cochrane's Craft,tradition of traditional witchcraft,Belief & cosmology,Belief,Religions,Wikidata,https://www.wikidata.org/wiki/Q2536027,5,False,Discovery lead
wd-q13408013,Coconut Religion,"syncretistic religion founded by Nguyễn Thành Nam in southern Vietnam in 1963, based on elements of Buddhism and Christianity",Belief & cosmology,Belief,Religions,Wikidata,https://www.wikidata.org/wiki/Q13408013,15,False,Discovery lead
wd-q5147615,Collyridianism,ancient group alleged to have worshipped Mary mother of Jesus as a goddess,Belief & cosmology,Belief,Religions,Wikidata,https://www.wikidata.org/wiki/Q5147615,16,False,Discovery lead
wd-q214802,confirmation,Lutheran church ceremony,Belief & cosmology,Practice,Rituals,Wikidata,https://www.wikidata.org/wiki/Q214802,2,False,Discovery lead
wd-q9581,Confucianism,Chinese ethical and philosophical system,Belief & cosmology,Belief,Religions,Wikidata,https://www.wikidata.org/wiki/Q9581,155,False,Discovery lead
wd-q106648268,Consecratio,the ancient Roman act of elevating a person to the status of a god,Belief & cosmology,Practice,Rituals,Wikidata,https://www.wikidata.org/wiki/Q106648268,2,False,Discovery lead
wd-q11899858,contemporary witchcraft,various traditions of witchcraft practiced in the present day,Belief & cosmology,Belief,Religions,Wikidata,https://www.wikidata.org/wiki/Q11899858,4,False,Discovery lead
wd-q3446159,Cornouaille,mythical country,Belief & cosmology,Narrative,Myths,Wikidata,https://www.wikidata.org/wiki/Q3446159,2,False,Discovery lead
wd-q3536395,Correllian Nativist Tradition,Candidate record imported from Wikidata.,Belief & cosmology,Belief,Religions,Wikidata,https://www.wikidata.org/wiki/Q3536395,3,False,Discovery lead
wd-q28015097,Cosmic Hunt,"stories about animal pursued by hunters, wounded, and transformed into a constellation",Belief & cosmology,Narrative,Myths,Wikidata,https://www.wikidata.org/wiki/Q28015097,3,False,Discovery lead
wd-q21151157,cosmotheism,Candidate record imported from Wikidata.,Belief & cosmology,Belief,Religions,Wikidata,https://www.wikidata.org/wiki/Q21151157,1,False,Discovery lead
wd-q3393307,cremà,"the act of setting fire to a falla monument, made from materials such as cardboard and wood, during the festivities of several towns in the Valencian community, Spain",Belief & cosmology,Practice,Rituals,Wikidata,https://www.wikidata.org/wiki/Q3393307,5,False,Discovery lead
wd-q936081,Cross and Crown,Christian symbol,Belief & cosmology,Belief,Religions,Wikidata,https://www.wikidata.org/wiki/Q936081,11,False,Discovery lead
wd-q138128692,Crustafarianism,digital religion created by AI agents in 2026,Belief & cosmology,Belief,Religions,Wikidata,https://www.wikidata.org/wiki/Q138128692,1,False,Discovery lead
wd-q1275961,Cult of Reason,state religion during the French Revolution,Belief & cosmology,Belief,Religions,Wikidata,https://www.wikidata.org/wiki/Q1275961,28,False,Discovery lead
wd-q10323306,Curse of Braganza,Myth about the former Portuguese ruling dynasty,Belief & cosmology,Narrative,Myths,Wikidata,https://www.wikidata.org/wiki/Q10323306,3,False,Discovery lead
wd-q369261,Căluşari,type of dance,Belief & cosmology,Practice,Rituals,Wikidata,https://www.wikidata.org/wiki/Q369261,27,False,Discovery lead
wd-q10547592,Daba,"religion of the Na people in Yunnan, China, commonly known as Mosuo",Belief & cosmology,Belief,Religions,Wikidata,https://www.wikidata.org/wiki/Q10547592,3,False,Discovery lead
wd-q123819232,Dabucuri,Food Exchange ritual of the indigenous peoples of the northwest Amazon,Belief & cosmology,Practice,Rituals,Wikidata,https://www.wikidata.org/wiki/Q123819232,0,False,Discovery lead
wd-q125698014,Dahnhak,Korean new religious movement,Belief & cosmology,Belief,Religions,Wikidata,https://www.wikidata.org/wiki/Q125698014,0,False,Discovery lead
wd-q67713971,Daijokyo,Candidate record imported from Wikidata.,Belief & cosmology,Belief,Religions,Wikidata,https://www.wikidata.org/wiki/Q67713971,2,False,Discovery lead
wd-q1113280,Dajiao,Taoist festival,Belief & cosmology,Practice,Rituals,Wikidata,https://www.wikidata.org/wiki/Q1113280,6,False,Discovery lead
wd-q5215639,Danda Kingdom,frequently featured region in Hindu mythology,Belief & cosmology,Narrative,Myths,Wikidata,https://www.wikidata.org/wiki/Q5215639,6,False,Discovery lead
wd-q102238487,Daoist statue,religious statue used in Daoist religious practices,Belief & cosmology,Practice,Rituals,Wikidata,https://www.wikidata.org/wiki/Q102238487,0,False,Discovery lead
wd-q1165471,Daoyuan,Chinese salvationist folk religious movement,Belief & cosmology,Belief,Religions,Wikidata,https://www.wikidata.org/wiki/Q1165471,12,False,Discovery lead
wd-q12590803,Darigut,Korean shaman ritual,Belief & cosmology,Practice,Rituals,Wikidata,https://www.wikidata.org/wiki/Q12590803,1,False,Discovery lead
wd-q113222303,death ritual,Candidate record imported from Wikidata.,Belief & cosmology,Practice,Rituals,Wikidata,https://www.wikidata.org/wiki/Q113222303,0,False,Discovery lead
wd-q21656013,decanonization,exclusion of a saint's name from religious calendars,Belief & cosmology,Practice,Rituals,Wikidata,https://www.wikidata.org/wiki/Q21656013,5,False,Discovery lead
wd-q25212815,Deditio,ritual of submission in medieval Europe,Belief & cosmology,Practice,Rituals,Wikidata,https://www.wikidata.org/wiki/Q25212815,1,False,Discovery lead
wd-q33123961,Deeva Vatti,Death ritual in punjabi culture,Belief & cosmology,Practice,Rituals,Wikidata,https://www.wikidata.org/wiki/Q33123961,1,False,Discovery lead
wd-q474456,Deposition,initiation ritual at European universities from the Middle Ages until the 18th century,Belief & cosmology,Practice,Rituals,Wikidata,https://www.wikidata.org/wiki/Q474456,6,False,Discovery lead
wd-q3457922,Destruction of humanity by Hathor,Egyptian myth,Belief & cosmology,Narrative,Myths,Wikidata,https://www.wikidata.org/wiki/Q3457922,1,False,Discovery lead
wd-q3045261,detachment,philosophy of avoiding unnecessary pain influenced by Stoic and Buddhist schools,Belief & cosmology,Belief,Religions,Wikidata,https://www.wikidata.org/wiki/Q3045261,11,False,Discovery lead
wd-q134389558,Devashila Yatra,historical Hindu Yatra in the Indian subcontinent,Belief & cosmology,Practice,Rituals,Wikidata,https://www.wikidata.org/wiki/Q134389558,1,False,Discovery lead
wd-q26831404,Diana and Callisto,artistic theme from classical mythology,Belief & cosmology,Narrative,Myths,Wikidata,https://www.wikidata.org/wiki/Q26831404,0,False,Discovery lead
wd-q582451,Dianic Wicca,Neopagan female-centered goddess ritual,Belief & cosmology,Belief,Religions,Wikidata,https://www.wikidata.org/wiki/Q582451,16,False,Discovery lead
wd-q5275261,diffarreation,type of ancient Roman divorce ritual,Belief & cosmology,Practice,Rituals,Wikidata,https://www.wikidata.org/wiki/Q5275261,1,False,Discovery lead
wd-q2347558,Din-e Ilahi,syncretic religion propounded by Mughal emperor Akbar in 1582,Belief & cosmology,Belief,Religions,Wikidata,https://www.wikidata.org/wiki/Q2347558,35,False,Discovery lead
wd-q7340,Discordianism,religion and subsequent philosophy based on the veneration or worship of Eris,Belief & cosmology,Belief,Religions,Wikidata,https://www.wikidata.org/wiki/Q7340,34,False,Discovery lead
wd-q136956402,Djemuljat,Candidate record imported from Wikidata.,Belief & cosmology,Practice,Rituals,Wikidata,https://www.wikidata.org/wiki/Q136956402,2,False,Discovery lead
wd-q2622164,Dodola,old Slavic tradition,Belief & cosmology,Practice,Rituals,Wikidata,https://www.wikidata.org/wiki/Q2622164,16,False,Discovery lead
wd-q96376502,Dogon religion,African religion,Belief & cosmology,Belief,Religions,Wikidata,https://www.wikidata.org/wiki/Q96376502,2,False,Discovery lead
wd-q4166501,Donyi-Polo,"indigenous religion of Arunachal Pradesh, India",Belief & cosmology,Belief,Religions,Wikidata,https://www.wikidata.org/wiki/Q4166501,9,False,Discovery lead
wd-q4069073,Dormition of the Mother of God,"Great Feast of the Eastern Orthodox, Oriental Orthodox, and Eastern Catholic Churches",Belief & cosmology,Narrative,Myths,Wikidata,https://www.wikidata.org/wiki/Q4069073,45,False,Discovery lead
wd-q5301085,Dough offering,biblical injunction to separate a tithe from bread,Belief & cosmology,Practice,Rituals,Wikidata,https://www.wikidata.org/wiki/Q5301085,5,False,Discovery lead
wd-q1541838,Druidry,modern spiritual or religious movement that promotes connection and reverence for the natural world,Belief & cosmology,Belief,Religions,Wikidata,https://www.wikidata.org/wiki/Q1541838,28,False,Discovery lead
wd-q784270,Drukpa Lineage,Drukpa Kargyud Rinpoches,Belief & cosmology,Belief,Religions,Wikidata,https://www.wikidata.org/wiki/Q784270,16,False,Discovery lead
